一分の活泉,一分の活泉
デザートストーム,デザートストーム
金色の風を呼び込み、\n砂嵐を起こす魔法。\n\n使用者の周囲にいる敵に対して、\n魔法効果量に依存した\n魔法ダメージを与える。\n\n更に、高確率で対象に9秒間、\n盲目の状態変化を付与する。,金色の風を呼び込み、\n砂嵐を起こす魔法。\n\n使用者の周囲にいる敵に対して、\n魔法効果量に依存した\n魔法傷害を与える。\n\n更に、高確率で対象に9秒間、\n盲目の状態変化を付与する。
戦慄の地獄の業火,戦慄の地獄の業火
闇獄の力を用いて、\n地獄の炎を呼び起こす特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、低確率で対象に15秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に1.2～1.4秒間、\n炎上の状態変化を付与する。,闇獄の力を用いて、\n地獄の炎を呼び起こす特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、低確率で対象に15秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に1.2～1.4秒間、\n炎上の状態変化を付与する。
戦慄の絶対零度,戦慄の絶対零度
闇獄の力を用いて、\n周囲の温度を急激に下げる特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、低確率で対象に15秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に2.4～2.8秒間、\n凍結の状態変化を付与する。,闇獄の力を用いて、\n周囲の温度を急激に下げる特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、低確率で対象に15秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に2.4～2.8秒間、\n凍結の状態変化を付与する。
戦慄の放電,戦慄の放電
闇獄の力を用いて、\n大気中の電気を集め、一気に解放する特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、低確率で対象に15秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に1.8～2.1秒間、\n感電の状態変化を付与する。,闇獄の力を用いて、\n大気中の電気を集め、一気に解放する特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、低確率で対象に15秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に1.8～2.1秒間、\n感電の状態変化を付与する。
戦慄の真空刃,戦慄の真空刃
闇獄の力を用いて、\n真空の刃を放つ特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、低確率で対象に15秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に1.2～1.4秒間、\nスタンの状態変化を付与する。,闇獄の力を用いて、\n真空の刃を放つ特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、低確率で対象に15秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に1.2～1.4秒間、\nスタンの状態変化を付与する。
戦慄のプロミネンス,戦慄のプロミネンス
闇獄の力を用いて、\n周囲の大気を高温に変え、\n収束させたのちに爆発を起こす魔法。\n\n使用者の周囲にいる敵に対して、\n魔法効果量に依存した\n魔法ダメージを与える。\n\n更に、低確率で対象に3秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に1.4～1.6秒間、\n炎上の状態変化を付与する。,闇獄の力を用いて、\n周囲の大気を高温に変え、\n収束させたのちに爆発を起こす魔法。\n\n使用者の周囲にいる敵に対して、\n魔法効果量に依存した\n魔法傷害を与える。\n\n更に、低確率で対象に3秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に1.4～1.6秒間、\n炎上の状態変化を付与する。
戦慄のコキュートスペイン,戦慄のコキュートスペイン
闇獄の力を用いて、\n地獄の冷気を呼び寄せ、\n周囲に拡散させる魔法。\n\n使用者の周囲にいる敵に対して、\n魔法効果量に依存した\n魔法ダメージを与える。\n\n更に、低確率で対象に3秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に2.8～3.2秒間、\n凍結の状態変化を付与する。,闇獄の力を用いて、\n地獄の冷気を呼び寄せ、\n周囲に拡散させる魔法。\n\n使用者の周囲にいる敵に対して、\n魔法効果量に依存した\n魔法傷害を与える。\n\n更に、低確率で対象に3秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に2.8～3.2秒間、\n凍結の状態変化を付与する。
戦慄のショックウェーブ,戦慄のショックウェーブ
闇獄の力を用いて、\n大気中の電気を体内に集め、\n敵に向けて放出する魔法。\n\n使用者の周囲にいる敵に対して、\n魔法効果量に依存した\n魔法ダメージを与える。\n\n更に、低確率で対象に3秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に2.1～2.4秒間、\n感電の状態変化を付与する。,闇獄の力を用いて、\n大気中の電気を体内に集め、\n敵に向けて放出する魔法。\n\n使用者の周囲にいる敵に対して、\n魔法効果量に依存した\n魔法傷害を与える。\n\n更に、低確率で対象に3秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に2.1～2.4秒間、\n感電の状態変化を付与する。
戦慄の竜巻,戦慄の竜巻
闇獄の力を用いて、\n強大な竜巻を発生させ、\n敵を渦動へ巻き込む魔法。\n\n使用者の周囲にいる敵に対して、\n魔法効果量に依存した\n魔法ダメージを与える。\n\n更に、低確率で対象に3秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に1.4～1.6秒間、\nスタンの状態変化を付与する。,闇獄の力を用いて、\n強大な竜巻を発生させ、\n敵を渦動へ巻き込む魔法。\n\n使用者の周囲にいる敵に対して、\n魔法効果量に依存した\n魔法傷害を与える。\n\n更に、低確率で対象に3秒間、\nデイズの状態変化を、\nノックバック時に\n高確率で対象に1.4～1.6秒間、\nスタンの状態変化を付与する。
エボルヴ４,進化４
獲得以下効果的被動技能。\n\n・リミットブレイク発生+40%\n・リミットブレイク威力+40%\n・必殺発生+340,獲得以下効果的被動技能。\n\n・LimitBreak発生+40%\n・LimitBreak威力+40%\n・必殺発生+340
ノーブル,ノーブル
獲得以下効果的被動技能。\n\n・リミットブレイク威力+20%\n・テクニカルアタック威力+10%,獲得以下効果的被動技能。\n\n・LimitBreak威力+20%\n・技巧普撃威力+10%
エクリプス・ハレル,エクリプス・ハレル
月の力を凝縮し、\n相手の命を無に返す波動を放つ特技。\n\n敵1体に対して、\n射撃攻撃力に依存した\n物理ダメージを与える。\n\nこのスキルは、\nダメージによって詠唱を中断されず、\nノックバックによって詠唱を止められる。,月の力を凝縮し、\n相手の命を無に返す波動を放つ特技。\n\n敵1体に対して、\n射撃攻撃力に依存した\n物理傷害を与える。\n\nこの技能は、\n傷害によって詠唱を中断されず、\nノックバックによって詠唱を止められる。
ブレス攻撃,ブレス攻撃
色即是空（敵悪魔専用）,色即是空（敵悪魔専用）
力の簒奪,力の簒奪
霊体爆弾,霊体爆弾
裁きの雷,裁きの雷
裁きの大雷,裁きの大雷
裁きの轟雷,裁きの轟雷
エクスプロード（サタン用）,エクスプロード（サタン用）
大寒波（サタン用）,大寒波（サタン用）
ユピテルの怒り（サタン用）,ユピテルの怒り（サタン用）
竜巻地獄（サタン用）,竜巻地獄（サタン用）
冥界破（サタン用）,冥界破（サタン用）
混沌たる始原の海が周囲を満たす特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に、魔法効果量の50%を\n上乗せした、物理ダメージを与える。\n\n更に、低確率で対象に18～36秒間、\n混乱の状態変化を付与する。\n\n敵が使用者と異なるＬＮＣ属性の場合、\n威力が上昇する。\n\nこのスキルは、\nクールタイム・詠唱時間増減の効果、\n装填数増減の効果を受けず、\nダメージやノックバックによって\n詠唱を中断されない。\n\nなお、このスキルに対して\nガードの効果を受けない。,混沌たる始原の海が周囲を満たす特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力に、魔法効果量の50%を\n上乗せした、物理傷害を与える。\n\n更に、低確率で対象に18～36秒間、\n混乱の状態変化を付与する。\n\n敵が使用者と異なるＬＮＣ属性の場合、\n威力が上昇する。\n\nこの技能は、\n冷却時間・詠唱時間増減の効果、\n装填数増減の効果を受けず、\n傷害やノックバックによって\n詠唱を中断されない。\n\nなお、この技能に対して\nガードの効果を受けない。
雷警報,雷警報
大雷警報,大雷警報
霊体爆弾警報,霊体爆弾警報
神の息吹（サタン用）,神の息吹（サタン用）
死の宣告詠唱,死の宣告詠唱
神霊の爪（サタン）,神霊の爪（サタン）
汝の衣は無力なり（サタン）,汝の衣は無力なり（サタン）
神の裁き（サタン）,神の裁き（サタン）
メギドラオン（サタン）,メギドラオン（サタン）
射撃弾,射撃弾
貫通弾,貫通弾
散弾,散弾
ファントムソード・バーン,ファントムソード・バーン
灼熱の刃が\n刹那の速度で敵を切り裂く特技。\n\n1度の詠唱で13発分の装填を行い、\n敵1体に対して、魔法効果量に依存した\n魔法ダメージを与える。\n\nこのスキルは、詠唱完了後の待機中に、\nＭＰが徐々に減少する。,灼熱の刃が\n刹那の速度で敵を切り裂く特技。\n\n1度の詠唱で13発分の装填を行い、\n敵1体に対して、魔法効果量に依存した\n魔法傷害を与える。\n\nこの技能は、詠唱完了後の待機中に、\nＭＰが徐々に減少する。
ファントムソード・ペイン,ファントムソード・ペイン
絶対零度の刃が\n刹那の速度で敵を切り裂く特技。\n\n1度の詠唱で13発分の装填を行い、\n敵1体に対して、魔法効果量に依存した\n魔法ダメージを与える。\n\nこのスキルは、詠唱完了後の待機中に、\nＭＰが徐々に減少する。,絶対零度の刃が\n刹那の速度で敵を切り裂く特技。\n\n1度の詠唱で13発分の装填を行い、\n敵1体に対して、魔法効果量に依存した\n魔法傷害を与える。\n\nこの技能は、詠唱完了後の待機中に、\nＭＰが徐々に減少する。
ファントムソード・ソニック,ファントムソード・ソニック
カマイタチのような刃が\n刹那の速度で敵を切り裂く特技。\n\n1度の詠唱で13発分の装填を行い、\n敵1体に対して、魔法効果量に依存した\n魔法ダメージを与える。\n\nこのスキルは、詠唱完了後の待機中に、\nＭＰが徐々に減少する。,カマイタチのような刃が\n刹那の速度で敵を切り裂く特技。\n\n1度の詠唱で13発分の装填を行い、\n敵1体に対して、魔法効果量に依存した\n魔法傷害を与える。\n\nこの技能は、詠唱完了後の待機中に、\nＭＰが徐々に減少する。
ファントムソード・スパーク,ファントムソード・スパーク
高電圧を帯びた刃が\n刹那の速度で敵を切り裂く特技。\n\n1度の詠唱で13発分の装填を行い、\n敵1体に対して、魔法効果量に依存した\n魔法ダメージを与える。\n\nこのスキルは、詠唱完了後の待機中に、\nＭＰが徐々に減少する。,高電圧を帯びた刃が\n刹那の速度で敵を切り裂く特技。\n\n1度の詠唱で13発分の装填を行い、\n敵1体に対して、魔法効果量に依存した\n魔法傷害を与える。\n\nこの技能は、詠唱完了後の待機中に、\nＭＰが徐々に減少する。
貫通メギドラオン,貫通メギドラオン
敵専用。\n終末をもたらす魔法。\n\n対象と、その周囲の敵に対して、\n魔法効果量に依存した\n魔法ダメージを与える。\n\nこのスキルは、\nダメージによって詠唱を中断されず、\nノックバックによって詠唱を止められる。,敵専用。\n終末をもたらす魔法。\n\n対象と、その周囲の敵に対して、\n魔法効果量に依存した\n魔法傷害を与える。\n\nこの技能は、\n傷害によって詠唱を中断されず、\nノックバックによって詠唱を止められる。
せつなさみだれうち,せつなさみだれうち
敵専用。\n弾丸を撃ち込みまくる特技。\n\n1度の詠唱で16発分の装填を行い、\n対象と、その周囲の敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理ダメージを与える。,敵専用。\n弾丸を撃ち込みまくる特技。\n\n1度の詠唱で16発分の装填を行い、\n対象と、その周囲の敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理傷害を与える。
スナイプショット・ブレイク,スナイプ普射・Break
敵専用。\n遠距離から正確に射撃をする特技。\n\n敵1体に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理ダメージを与える。\n\n更に、対象に30秒間、\n被近接、射撃、魔法ダメージが100%上昇する\n状態変化を付与する。,敵専用。\n遠距離から正確に射撃をする特技。\n\n敵1体に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理傷害を与える。\n\n更に、対象に30秒間、\n被近接、射撃、魔法傷害が100%上昇する\n状態変化を付与する。
スナイプショット・スペル,スナイプ普射・スペル
敵専用。\n遠距離から正確に射撃をする特技。\n\n敵1体に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理ダメージを与える。\n\n更に、対象に15秒間、\n忘却の状態変化を付与する。,敵専用。\n遠距離から正確に射撃をする特技。\n\n敵1体に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理傷害を与える。\n\n更に、対象に15秒間、\n忘却の状態変化を付与する。
スナイプショット・ディスペル,スナイプ普射・ディスペル
敵専用。\n遠距離から正確に射撃をする特技。\n\n敵1体に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理ダメージを与える。\n\n更に、対象の鉄壁の状態変化を解除する。,敵専用。\n遠距離から正確に射撃をする特技。\n\n敵1体に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理傷害を与える。\n\n更に、対象の鉄壁の状態変化を解除する。
ギガパイルブレイク,ギガパイルBreak
敵専用。\n杭で突き刺す特技。\n\n敵1体に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理ダメージを与える。\n\n更に、低確率で対象に5秒間、\nショックの状態変化を付与する。\n\nこのスキルは、\nダメージやノックバックによって\n詠唱を中断されない。,敵専用。\n杭で突き刺す特技。\n\n敵1体に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理傷害を与える。\n\n更に、低確率で対象に5秒間、\nショックの状態変化を付与する。\n\nこの技能は、\n傷害やノックバックによって\n詠唱を中断されない。
メギドスラッシュ,メギドス突撃
敵専用。\n悪神の力で敵を薙ぐ特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理ダメージを与える。\n\n更に、低確率で対象に5秒間、\nショックの状態変化を付与する。\n\nこのスキルは、\nダメージやノックバックによって\n詠唱を中断されない。,敵専用。\n悪神の力で敵を薙ぐ特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理傷害を与える。\n\n更に、低確率で対象に5秒間、\nショックの状態変化を付与する。\n\nこの技能は、\n傷害やノックバックによって\n詠唱を中断されない。
ゴッドバード,ゴッドバード
敵専用。\n太陽の神の力で突進する特技。\n\n対象と、その周囲の敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した魔法ダメージを与える。\n\n更に、低確率で対象に5秒間、\nショックの状態変化を付与する。\n\nこのスキルは、\nダメージやノックバックによって\n詠唱を中断されない。,敵専用。\n太陽の神の力で突進する特技。\n\n対象と、その周囲の敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した魔法傷害を与える。\n\n更に、低確率で対象に5秒間、\nショックの状態変化を付与する。\n\nこの技能は、\n傷害やノックバックによって\n詠唱を中断されない。
アカシックバリツ,アカシックバリツ
世界の活動記録より知識を引き出し、\n攻撃をする特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理ダメージを与える。,世界の活動記録より知識を引き出し、\n攻撃をする特技。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理傷害を与える。
終わる世界ｖｅｒ．Ａ,終わる世界ｖｅｒ．Ａ
敵専用。\n使用者の周囲にいる敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理ダメージを与える。\n\n更に、対象に15秒間、\n物理防御、魔法防御、必殺抑止が減少する\n状態変化を付与する。,敵専用。\n使用者の周囲にいる敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理傷害を与える。\n\n更に、対象に15秒間、\n物理防御、魔法防御、必殺抑止が減少する\n状態変化を付与する。
全快メディアラハン,全快メディアラハン
敵専用。\nいっぱい回復してショックを解除する。,敵専用。\nいっぱい回復してショックを解除する。
詠唱（サタン用）,詠唱（サタン用）
自害,自害
ダメージアップ付与（アズラ）,傷害提高付与（アズラ）
敵専用。\n与ダメージが増加する状態変化を付与する。,敵専用。\n与傷害が増加する状態変化を付与する。
被ダメージ減付与（アズラ）,被傷害減付与（アズラ）
敵専用。\n受けるダメージを減らす状態変化を付与する。,敵専用。\n受ける傷害を減らす状態変化を付与する。
ＴＡＢ付与（アズラ）,ＴＡＢ付与（アズラ）
敵専用。\nテクニカルアタックの発生と威力が\n上昇する状態変化を付与する。,敵専用。\n技巧普撃の発生と威力が\n上昇する状態変化を付与する。
必ずクリティカル付与（アズラ）,必ず暴击付与（アズラ）
敵専用。\n必ずクリティカルが発生する状態変化を付与する。,敵専用。\n必ず暴击が発生する状態変化を付与する。
混沌の海（ボス）発射,混沌の海（ボス）発射
混沌の海（ボス）詠唱,混沌の海（ボス）詠唱
シャドウ爆弾,シャドウ爆弾
奥義一閃,奥義一閃
刹那の抜刀術で敵を一刀両断する特技。\n\n使用者の前面にいる敵に対して、\nＬＶと、力～運の能力値を\n最大で合計1000まで加味し、\n近接攻撃力に依存した\n物理ダメージを与える。\n\nまた、このスキルは\n以下の特殊な効果をもつ。\n\n・低確率で即死させる。\n・10秒間詠唱を続けた場合、\n　自動的に待機状態に戻る。\n・ダメージによって詠唱を\n　中断されない。\n・ノックバックによって詠唱を\n　止められない。\n・詠唱時間増減の効果を受けない。,刹那の抜刀術で敵を一刀両断する特技。\n\n使用者の前面にいる敵に対して、\nＬＶと、力～運の能力値を\n最大で合計1000まで加味し、\n近接攻撃力に依存した\n物理傷害を与える。\n\nまた、この技能は\n以下の特殊な効果をもつ。\n\n・低確率で即死させる。\n・10秒間詠唱を続けた場合、\n　自動的に待機状態に戻る。\n・傷害によって詠唱を\n　中断されない。\n・ノックバックによって詠唱を\n　止められない。\n・詠唱時間増減の効果を受けない。
焼灼拳,焼灼拳
消し炭も残さない炎を纏った拳で\n敵を焼き尽くす特技。\n\n直線上の敵全員に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した魔法ダメージを与える。\n\n更に、低確率で5秒間、\n大炎上の状態変化を付与する。\n\n残りＨＰが多いほど威力が上昇する。\n\nこのスキルは、\nダメージによって詠唱を中断されず、\nノックバックによって詠唱を止められる。,消し炭も残さない炎を纏った拳で\n敵を焼き尽くす特技。\n\n直線上の敵全員に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した魔法傷害を与える。\n\n更に、低確率で5秒間、\n大炎上の状態変化を付与する。\n\n残りＨＰが多いほど威力が上昇する。\n\nこの技能は、\n傷害によって詠唱を中断されず、\nノックバックによって詠唱を止められる。
奥義マモリヤブリ,奥義マモリヤブリ
防ぐことができない強烈な一撃で\n敵を破壊する特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理ダメージを与える。\n\n更に、高確率で対象に30秒間、\n斬撃、突撃、打撃、射撃、貫通、散弾、\n火炎、氷結、電撃、衝撃、破魔、呪殺耐性が\n100%減少する状態変化を付与する。\n\nこのスキルは、\nダメージやノックバックによって\n詠唱を中断されない。\n\nなお、このスキルに対して\nカウンターの効果を受けない。,防ぐことができない強烈な一撃で\n敵を破壊する特技。\n\n敵1体に対して、\n近接攻撃力に依存した\n物理傷害を与える。\n\n更に、高確率で対象に30秒間、\n斬撃、突撃、打撃、射撃、貫通、散弾、\n火炎、氷結、電撃、衝撃、破魔、呪殺耐性が\n100%減少する状態変化を付与する。\n\nこの技能は、\n傷害やノックバックによって\n詠唱を中断されない。\n\nなお、この技能に対して\n反撃の効果を受けない。
虚無への閃光,虚無への閃光
エネルギーを極限まで高め、\n敵へと放出する特技。\n\n直線上の敵全員に対して、\nＬＶと、力～運の能力値を\n最大で合計1000まで加味し、\n魔法効果量に依存した\n魔法ダメージを与える。\n\n10秒間詠唱を続けた場合、\n自動的に待機状態に戻る。\n\nこのスキルは、\n詠唱時間増減の効果を受けない。,エネルギーを極限まで高め、\n敵へと放出する特技。\n\n直線上の敵全員に対して、\nＬＶと、力～運の能力値を\n最大で合計1000まで加味し、\n魔法効果量に依存した\n魔法傷害を与える。\n\n10秒間詠唱を続けた場合、\n自動的に待機状態に戻る。\n\nこの技能は、\n詠唱時間増減の効果を受けない。
無私なる号哭,無私なる号哭
地割れを引き起こす程に、\n壮絶な破壊を引き起こす特技。\n\n使用者の周囲にいる敵に対して、\nＬＶと、力～運の能力値を\n最大で合計1000まで加味し、\n近接攻撃力に依存した\n物理ダメージを与える。,地割れを引き起こす程に、\n壮絶な破壊を引き起こす特技。\n\n使用者の周囲にいる敵に対して、\nＬＶと、力～運の能力値を\n最大で合計1000まで加味し、\n近接攻撃力に依存した\n物理傷害を与える。
シナイの神火,シナイの神火
目から放った光線により、\n大量の火柱を作り出す特技。\n\n対象と、その周囲の敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した魔法ダメージを与える。\n\nこのスキルは、\nダメージによって詠唱を中断されず、\nノックバックによって詠唱を止められる。,目から放った光線により、\n大量の火柱を作り出す特技。\n\n対象と、その周囲の敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した魔法傷害を与える。\n\nこの技能は、\n傷害によって詠唱を中断されず、\nノックバックによって詠唱を止められる。
死んでくれる？,死んでくれる？
無垢な少女の願いが対象を死に至らしめる\n特殊スキル。\n\n使用者の周囲にいる敵に対して、\n補助効果量に依存した\n魔法ダメージを与えると共に、\n低確率で即死させる。,無垢な少女の願いが対象を死に至らしめる\n特殊技能。\n\n使用者の周囲にいる敵に対して、\n補助効果量に依存した\n魔法傷害を与えると共に、\n低確率で即死させる。
審判の日,審判の日
敵専用\n使用者の周囲にいる\n敵の現在HP・MPを1にする。\n\nこのスキルは、\nクールタイム・詠唱時間増減の効果、\n装填数増減の効果を受けず、\nダメージによって詠唱を中断されず、\nノックバックによって詠唱を止められる。\n\nなお、このスキルに対して\nダッジの効果を受けない。,敵専用\n使用者の周囲にいる\n敵の現在HP・MPを1にする。\n\nこの技能は、\n冷却時間・詠唱時間増減の効果、\n装填数増減の効果を受けず、\n傷害によって詠唱を中断されず、\nノックバックによって詠唱を止められる。\n\nなお、この技能に対して\nダッジの効果を受けない。
シナイの神火（敵専用）,シナイの神火（敵専用）
目から放った光線により、\n大量の火柱を作り出す特技。\n\n対象と、その周囲の敵に対して、\n補助効果量に依存した\n魔法ダメージを与える。\n\nこのスキルは、\nクールタイム・詠唱時間増減の効果、\n装填数増減の効果を受けず、\nダメージによって詠唱を中断されず、\nノックバックによって詠唱を止められる。,目から放った光線により、\n大量の火柱を作り出す特技。\n\n対象と、その周囲の敵に対して、\n補助効果量に依存した\n魔法傷害を与える。\n\nこの技能は、\n冷却時間・詠唱時間増減の効果、\n装填数増減の効果を受けず、\n傷害によって詠唱を中断されず、\nノックバックによって詠唱を止められる。
黙示録,黙示録
敵専用。\n最後の審判。\n\n使用者の前面にいる敵に対して、\n射撃攻撃力に依存した\n物理ダメージを与える。\n\n更に、対象に20～40秒間、\nＣＬＯＳＥの状態変化を付与する。\n\nこのスキルは、\nクールタイム・詠唱時間増減の効果、\n装填数増減の効果を受けず、\nダメージやノックバックによって\n詠唱を中断されない。,敵専用。\n最後の審判。\n\n使用者の前面にいる敵に対して、\n射撃攻撃力に依存した\n物理傷害を与える。\n\n更に、対象に20～40秒間、\nＣＬＯＳＥの状態変化を付与する。\n\nこの技能は、\n冷却時間・詠唱時間増減の効果、\n装填数増減の効果を受けず、\n傷害やノックバックによって\n詠唱を中断されない。
ランダマイザ（敵専用　特殊）,ランダマイザ（敵専用　特殊）
スーパーアーマー付与,覇体付与
敵専用。\n自分自身にスーパーアーマーを付与する。,敵専用。\n自分自身に覇体を付与する。
深淵のマララギダイン,深淵の瑪哈亞拉吉達因
深淵のマラブフダイン,深淵のマラブフダイン
深淵のマラジオダイン,深淵のマラジオダイン
深淵のマラザンダイン,深淵のマラザンダイン
深淵のたたり生唾,深淵のたたり生唾
重突撃,重突撃
敵悪魔用。,敵悪魔用。
３０％コロナカノン,３０％コロナカノン
３０％ブリザードカノン,３０％ブリザードカノン
３０％ライトニングカノン,３０％ライトニングカノン
３０％ハリケーンカノン,３０％ハリケーンカノン
衰電のショックウェーブ,衰電のショックウェーブ
衰火のプレゲトン,衰火のプレゲトン
劇場のメギドラオン,劇場のメギドラオン
１０％自爆（現在値）,１０％自爆（現在値）
３０％自爆（最大値）,３０％自爆（最大値）
ＨＰ１１％減少,ＨＰ１１％減少
モト弱体化ＬＶ１,モト弱体化ＬＶ１
敵専用。\n自分自身に打撃、散弾、電撃耐性減少の\n状態変化を付与する。,敵専用。\n自分自身に打撃、散弾、電撃耐性減少の\n状態変化を付与する。
モト弱体化ＬＶ２,モト弱体化ＬＶ２
モト弱体化ＬＶ３,モト弱体化ＬＶ３
モト弱体化ＬＶ４,モト弱体化ＬＶ４
全相性無効解除,全相性無効解除
敵専用。\n自分自身に付与している全相性無効の\n状態変化を解除する。,敵専用。\n自分自身に付与している全相性無効の\n状態変化を解除する。
１００％自爆（最大値）,１００％自爆（最大値）
衝撃耐性減少付与,衝撃耐性減少付与
敵専用。\n自分自身に衝撃耐性減少の\n状態変化を付与する。,敵専用。\n自分自身に衝撃耐性減少の\n状態変化を付与する。
審判を下す、光弾を拡散して発射する特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理ダメージを与える。\n\n更に、対象に20～40秒間、\nＣＬＯＳＥの状態変化を付与する。\n\nこのスキルは、\nダメージによって詠唱を中断されず、\nノックバックによって詠唱を止められる。,審判を下す、光弾を拡散して発射する特技。\n\n使用者の前面にいる敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理傷害を与える。\n\n更に、対象に20～40秒間、\nＣＬＯＳＥの状態変化を付与する。\n\nこの技能は、\n傷害によって詠唱を中断されず、\nノックバックによって詠唱を止められる。
無数の光芒が敵を撃ち貫く特殊スキル。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理ダメージを与える。\n\n更に、対象に10分間、\nラクンダ・サマンダの状態変化を付与する。\n\nこのスキルは、\nダメージによって詠唱を中断されず、\nノックバックによって詠唱を止められる。,無数の光芒が敵を撃ち貫く特殊技能。\n\n使用者の周囲にいる敵に対して、\n近接攻撃力、射撃攻撃力、魔法効果量の\n全てを加味した物理傷害を与える。\n\n更に、対象に10分間、\nラクンダ・サマンダの状態変化を付与する。\n\nこの技能は、\n傷害によって詠唱を中断されず、\nノックバックによって詠唱を止められる。
言霊五月雨撃ち,言霊五月雨撃ち
３０％ナーバスエッジ,３０％ナーバスエッジ
７５％ブレイカー,７５％ブレイカー
吸精空虚,吸精空虚
慈愛の祈り（敵専用）,慈愛の祈り（敵専用）
全相性無効付与,全相性無効付与
火炎吸収付与,火炎吸収付与
衝撃吸収付与,衝撃吸収付与
火炎吸収解除,火炎吸収解除
衝撃吸収解除,衝撃吸収解除
妬みの暴圧ＥＸ,妬みの暴圧ＥＸ
ショック無効,ショック無効
状態変化付与アップ,状態変化付与提高
侵蝕の呪詛,侵蝕の呪詛
硬結形態,硬結形態
硬結反撃,硬結反撃
硬結陣,硬結陣
神光破（敵専用）,神光破（敵専用）
